year,city,GDP,corridor_id,corridor_nm,node_type
"2021",绵阳市,34905900,,,
"2022",绵阳市,37444200,,,
"2012",广元市,4506100,,,
"2013",广元市,5202500,,,
"2014",广元市,5630800,,,
"2015",广元市,6141200,,,
"2016",广元市,6572700,,,
"2017",广元市,7518100,,,
"2018",广元市,8805000,,,
"2019",广元市,9532000,,,
"2020",广元市,10080100,,,
"2021",广元市,11162500,,,
"2022",广元市,11397800,,,
"2012",遂宁市,6546500,,,
"2013",遂宁市,7066900,,,
"2014",遂宁市,8090000,,,
"2015",遂宁市,8713600,,,
"2016",遂宁市,9268400,,,
"2017",遂宁市,10464300,,,
"2018",遂宁市,12308500,,,
"2019",遂宁市,13397100,,,
"2020",遂宁市,13756300,,,
"2021",遂宁市,15198700,,,
"2022",遂宁市,16144700,,,
"2012",内江市,8778330,CY,Chengdu-Chongqing,middle
"2013",内江市,9151108,CY,Chengdu-Chongqing,middle
"2014",内江市,9738558,CY,Chengdu-Chongqing,middle
"2015",内江市,10180017,CY,Chengdu-Chongqing,middle
"2016",内江市,10864330,CY,Chengdu-Chongqing,middle
"2017",内江市,11821130,CY,Chengdu-Chongqing,middle
"2018",内江市,13188316,CY,Chengdu-Chongqing,middle
"2019",内江市,14123944,CY,Chengdu-Chongqing,middle
"2020",内江市,14444861,CY,Chengdu-Chongqing,middle
"2021",内江市,16055299,CY,Chengdu-Chongqing,middle
"2022",内江市,16569530,CY,Chengdu-Chongqing,middle
"2012",乐山市,9892550,,,
"2013",乐山市,10969340,,,
"2014",乐山市,11958063,,,
"2015",乐山市,12806309,,,
"2016",乐山市,13353967,,,
"2017",乐山市,14816149,,,
"2018",乐山市,17098116,,,
"2019",乐山市,18726032,,,
"2020",乐山市,20011683,,,
"2021",乐山市,21941356,,,
"2022",乐山市,23088094,,,
"2012",南充市,10830200,,,
"2013",南充市,12837100,,,
"2014",南充市,13917000,,,
"2015",南充市,14634000,,,
"2016",南充市,15929700,,,
"2017",南充市,18382500,,,
"2018",南充市,21157300,,,
"2019",南充市,23023100,,,
"2020",南充市,23659000,,,
"2021",南充市,26068000,,,
"2022",南充市,26233000,,,
"2012",眉山市,7364900,,,
"2013",眉山市,8210900,,,
"2014",眉山市,9003900,,,
"2015",眉山市,9586700,,,
"2016",眉山市,10119400,,,
"2017",眉山市,11492200,,,
"2018",眉山市,12699000,,,
"2019",眉山市,13657100,,,
"2020",眉山市,14030000,,,
"2021",眉山市,15565200,,,
"2022",眉山市,16356300,,,
"2012",宜宾市,11198009,,,
"2013",宜宾市,12934688,,,
"2014",宜宾市,14113712,,,
"2015",宜宾市,14700982,,,
"2016",宜宾市,16095610,,,
"2017",宜宾市,18621905,,,
"2018",宜宾市,23493097,,,
"2019",宜宾市,26331113,,,
"2020",宜宾市,28635300,,,
"2021",宜宾市,32568400,,,
"2022",宜宾市,35082500,,,
"2012",广安市,7201900,,,
"2013",广安市,7909100,,,
"2014",广安市,8384600,,,
"2015",广安市,8743900,,,
"2016",广安市,9280300,,,
"2017",广安市,10476700,,,
"2018",广安市,11570000,,,
"2019",广安市,12504400,,,
"2020",广安市,13015700,,,
"2021",广安市,14178200,,,
"2022",广安市,14250200,,,
"2012",达州市,10552400,,,
"2013",达州市,11591600,,,
"2014",达州市,12721200,,,
"2015",达州市,13665600,,,
"2016",达州市,14954900,,,
"2017",达州市,16975800,,,
"2018",达州市,18795300,,,
"2019",达州市,20275100,,,
"2020",达州市,21178000,,,
"2021",达州市,23516700,,,
"2022",达州市,25027200,,,
"2012",雅安市,4037678,,,
"2013",雅安市,4289515,,,
"2014",雅安市,4757890,,,
"2015",雅安市,5190173,,,
"2016",雅安市,5616527,,,
"2017",雅安市,6085426,,,
"2018",雅安市,6533443,,,
"2019",雅安市,7230400,,,
"2020",雅安市,7545947,,,
"2021",雅安市,8475600,,,
"2022",雅安市,9025100,,,
"2012",巴中市,3746700,,,
"2013",巴中市,4002200,,,
"2014",巴中市,4722900,,,
"2015",巴中市,5076800,,,
"2016",巴中市,5499100,,,
"2017",巴中市,6072300,,,
"2018",巴中市,7046600,,,
"2019",巴中市,7398700,,,
"2020",巴中市,7057500,,,
"2021",巴中市,7374100,,,
"2022",巴中市,7408900,,,
"2012",资阳市,4700400,CY,Chengdu-Chongqing,middle
"2013",资阳市,5075100,CY,Chengdu-Chongqing,middle
"2014",资阳市,5370900,CY,Chengdu-Chongqing,middle
"2015",资阳市,5727600,CY,Chengdu-Chongqing,middle
"2016",资阳市,6438400,CY,Chengdu-Chongqing,middle
"2017",资阳市,6885400,CY,Chengdu-Chongqing,middle
"2018",资阳市,7286300,CY,Chengdu-Chongqing,middle
"2019",资阳市,7773700,CY,Chengdu-Chongqing,middle
"2020",资阳市,8075000,CY,Chengdu-Chongqing,middle
"2021",资阳市,8905000,CY,Chengdu-Chongqing,middle
"2022",资阳市,9451100,CY,Chengdu-Chongqing,middle
"2012",贵阳市,16341600,,,
"2013",贵阳市,19966700,,,
"2014",贵阳市,22870200,,,
"2015",贵阳市,25643000,,,
"2016",贵阳市,28276200,,,
"2017",贵阳市,32793900,,,
"2018",贵阳市,37249700,,,
"2019",贵阳市,40396000,,,
"2020",贵阳市,43156600,,,
"2021",贵阳市,46747600,,,
"2022",贵阳市,49211700,,,
"2012",六盘水市,6927800,,,
"2013",六盘水市,7650200,,,
"2014",六盘水市,7974100,,,
"2015",六盘水市,8545800,,,
"2016",六盘水市,9562500,,,
"2017",六盘水市,10750000,,,
"2018",六盘水市,11773700,,,
"2019",六盘水市,12659700,,,
"2020",六盘水市,13424800,,,
"2021",六盘水市,14634200,,,
"2022",六盘水市,15025300,,,
"2012",遵义市,13219000,,,
"2013",遵义市,15577300,,,
"2014",遵义市,18141500,,,
"2015",遵义市,21627500,,,
"2016",遵义市,24452100,,,
"2017",遵义市,28127000,,,
"2018",遵义市,31693900,,,
"2019",遵义市,34833200,,,
"2020",遵义市,37290200,,,
"2021",遵义市,41383000,,,
"2022",遵义市,43511400,,,
"2012",安顺市,3676200,,,
"2013",安顺市,4103800,,,
"2014",安顺市,4757900,,,
"2015",安顺市,5700100,,,
"2016",安顺市,6443000,,,
"2017",安顺市,7536200,,,
"2018",安顺市,8502900,,,
"2019",安顺市,9239400,,,
"2020",安顺市,9690500,,,
"2021",安顺市,10735900,,,
"2022",安顺市,10736400,,,
"2012",毕节市,8442000,,,
"2013",毕节市,9933400,,,
"2014",毕节市,11044900,,,
"2015",毕节市,12052400,,,
"2016",毕节市,13520600,,,
"2017",毕节市,15493800,,,
"2018",毕节市,17533000,,,
"2019",毕节市,19013600,,,
"2020",毕节市,20244200,,,
"2021",毕节市,21814800,,,
"2022",毕节市,22065200,,,
"2012",铜仁市,4373700,,,
"2013",铜仁市,5207200,,,
"2014",铜仁市,6325700,,,
"2015",铜仁市,7701900,,,
"2016",铜仁市,8559700,,,
"2017",铜仁市,9928200,,,
"2018",铜仁市,11451300,,,
"2019",铜仁市,12491600,,,
"2020",铜仁市,13277900,,,
"2021",铜仁市,14554700,,,
"2022",铜仁市,14771900,,,
"2012",昆明市,30516200,,,
"2013",昆明市,35080900,,,
"2014",昆明市,39023700,,,
"2015",昆明市,43423800,,,
"2016",昆明市,47574000,,,
"2017",昆明市,54297000,,,
"2018",昆明市,60205000,,,
"2019",昆明市,64923900,,,
"2020",昆明市,67325300,,,
"2021",昆明市,72242800,,,
"2022",昆明市,75413700,,,
"2012",曲靖市,14001700,,,
"2013",曲靖市,15839400,,,
"2014",曲靖市,15484600,,,
"2015",曲靖市,16302600,,,
"2016",曲靖市,17684100,,,
"2017",曲靖市,19411200,,,
"2018",曲靖市,20133600,,,
"2019",曲靖市,26375900,,,
"2020",曲靖市,29593500,,,
"2021",曲靖市,33939100,,,
"2022",曲靖市,38022000,,,
"2012",玉溪市,10791000,,,
"2013",玉溪市,11924600,,,
"2014",玉溪市,12928200,,,
"2015",玉溪市,13607000,,,
"2016",玉溪市,14704600,,,
"2017",玉溪市,16291400,,,
"2018",玉溪市,18008400,,,
"2019",玉溪市,19857900,,,
"2020",玉溪市,20622000,,,
"2021",玉溪市,23528100,,,
"2022",玉溪市,24800900,,,
"2012",保山市,4146300,,,
"2013",保山市,4817600,,,
"2014",保山市,5402400,,,
"2015",保山市,5968800,,,
"2016",保山市,6637800,,,
"2017",保山市,7526800,,,
"2018",保山市,8503400,,,
"2019",保山市,9606800,,,
"2020",保山市,10693400,,,
"2021",保山市,11797300,,,
"2022",保山市,12534200,,,
"2012",昭通市,5947000,,,
"2013",昭通市,6720500,,,
"2014",昭通市,7394600,,,
"2015",昭通市,7836200,,,
"2016",昭通市,8624200,,,
"2017",昭通市,9570500,,,
"2018",昭通市,10618700,,,
"2019",昭通市,12132600,,,
"2020",昭通市,12900600,,,
"2021",昭通市,14620600,,,
"2022",昭通市,15410200,,,
"2012",丽江市,2122400,,,
"2013",丽江市,2488100,,,
"2014",丽江市,2696800,,,
"2015",丽江市,2896100,,,
"2016",丽江市,3092900,,,
"2017",丽江市,3394800,,,
"2018",丽江市,3507600,,,
"2019",丽江市,4725100,,,
"2020",丽江市,5127500,,,
"2021",丽江市,5704900,,,
"2022",丽江市,6201000,,,
"2012",普洱市,3668500,,,
"2013",普洱市,4253900,,,
"2014",普洱市,4769500,,,
"2015",普洱市,5140100,,,
"2016",普洱市,5675400,,,
"2017",普洱市,6245900,,,
"2018",普洱市,6624800,,,
"2019",普洱市,8752800,,,
"2020",普洱市,9454200,,,
"2021",普洱市,10818900,,,
"2022",普洱市,11221600,,,
"2012",临沧市,3407000,,,
"2013",临沧市,3996900,,,
"2014",临沧市,4420800,,,
"2015",临沧市,4748500,,,
"2016",临沧市,5633700,,,
"2017",临沧市,6035200,,,
"2018",临沧市,6723000,,,
"2019",临沧市,7662200,,,
"2020",临沧市,8215200,,,
"2021",临沧市,9084800,,,
"2022",临沧市,10002400,,,
"2012",拉萨市,2697900,,,
"2013",拉萨市,3170500,,,
"2014",拉萨市,3623900,,,
"2015",拉萨市,3952800,,,
"2016",拉萨市,4463900,,,
"2017",拉萨市,5036800,,,
"2018",拉萨市,5671000,,,
"2019",拉萨市,6178800,,,
"2020",拉萨市,6781600,,,
"2021",拉萨市,7418400,,,
"2022",拉萨市,7475700,,,
"2012",日喀则市,1152400,,,
"2013",日喀则市,1285700,,,
"2014",日喀则市,1464000,,,
"2015",日喀则市,1668468.31,,,
"2016",日喀则市,1877500,,,
"2017",日喀则市,2162939.86,,,
"2018",日喀则市,2535400,,,
"2019",日喀则市,2794905.12,,,
"2020",日喀则市,3255700,,,
"2021",日喀则市,3565800,,,
"2022",日喀则市,3748500,,,
"2012",昌都市,897500,,,
"2013",昌都市,1045000,,,
"2014",昌都市,1171100,,,
"2015",昌都市,1320198.12,,,
"2016",昌都市,1478600,,,
"2017",昌都市,1698331.1,,,
"2018",昌都市,2005600,,,
"2019",昌都市,2209596.54,,,
"2020",昌都市,2528940,,,
"2021",昌都市,2792400,,,
"2022",昌都市,2982800,,,
"2012",林芝市,723900,,,
"2013",林芝市,818300,,,
"2014",林芝市,928600,,,
"2015",林芝市,1043298.71,,,
"2016",林芝市,1157700,,,
"2017",林芝市,1333280.44,,,
"2018",林芝市,1573700,,,
"2019",林芝市,1724477.01,,,
"2020",林芝市,1913433,,,
"2021",林芝市,2090100,,,
"2022",林芝市,2082900,,,
"2012",山南市,730700,,,
"2013",山南市,866100,,,
"2014",山南市,1011300,,,
"2015",山南市,1136193.75,,,
"2016",山南市,1265300,,,
"2017",山南市,1458297,,,
"2018",山南市,1721100,,,
"2019",山南市,1877686.39,,,
"2020",山南市,2154020,,,
"2021",山南市,2372700,,,
"2022",山南市,2429800,,,
"2012",那曲市,651600,,,
"2013",那曲市,728800,,,
"2014",那曲市,833900,,,
"2015",那曲市,949432.64,,,
"2016",那曲市,1062400,,,
"2017",那曲市,1198245.95,,,
"2018",那曲市,1421000,,,
"2019",那曲市,1575287.23,,,
"2020",那曲市,1714075,,,
"2021",那曲市,1868600,,,
"2022",那曲市,1932000,,,
"2012",西安市,43701600,,,
"2013",西安市,49602300,,,
"2014",西安市,55769800,,,
"2015",西安市,59328600,,,
"2016",西安市,63963600,,,
"2017",西安市,74180400,,,
"2018",西安市,84994100,,,
"2019",西安市,93999800,,,
"2020",西安市,102869000,,,
"2021",西安市,112222200,,,
"2022",西安市,120922700,,,
"2012",铜川市,2361400,,,
"2013",铜川市,2781000,,,
"2014",铜川市,2789500,,,
"2015",铜川市,2664100,,,
"2016",铜川市,2703400,,,
"2017",铜川市,3009500,,,
"2018",铜川市,3319200,,,
"2019",铜川市,3691500,,,
"2020",铜川市,3761400,,,
"2021",铜川市,4663800,,,
"2022",铜川市,4926500,,,
"2012",宝鸡市,12259600,,,
"2013",宝鸡市,13745100,,,
"2014",宝鸡市,14683800,,,
"2015",宝鸡市,15850200,,,
"2016",宝鸡市,17029400,,,
"2017",宝鸡市,19149200,,,
"2018",宝鸡市,21109400,,,
"2019",宝鸡市,22127600,,,
"2020",宝鸡市,22817100,,,
"2021",宝鸡市,25881500,,,
"2022",宝鸡市,25969000,,,
"2012",咸阳市,14075900,,,
"2013",咸阳市,16480300,,,
"2014",咸阳市,18102900,,,
"2015",咸阳市,19257700,,,
"2016",咸阳市,20256400,,,
"2017",咸阳市,19166000,,,
"2018",咸阳市,21354500,,,
"2019",咸阳市,22104800,,,
"2020",咸阳市,21763200,,,
"2021",咸阳市,26054200,,,
"2022",咸阳市,27515900,,,
"2012",渭南市,11046300,,,
"2013",渭南市,12607100,,,
"2014",渭南市,13534500,,,
"2015",渭南市,13644200,,,
"2016",渭南市,14104000,,,
"2017",渭南市,15470100,,,
"2018",渭南市,17243300,,,
"2019",渭南市,18365300,,,
"2020",渭南市,18564200,,,
"2021",渭南市,20752800,,,
"2022",渭南市,22011300,,,
"2012",延安市,12618500,,,
"2013",延安市,13542000,,,
"2014",延安市,14024600,,,
"2015",延安市,11958500,,,
"2016",延安市,10812000,,,
"2017",延安市,13081100,,,
"2018",延安市,15553300,,,
"2019",延安市,16722700,,,
"2020",延安市,16077800,,,
"2021",延安市,20437000,,,
"2022",延安市,23433800,,,
"2012",汉中市,7332400,,,
"2013",汉中市,8750400,,,
"2014",汉中市,9844000,,,
"2015",汉中市,10348900,,,
"2016",汉中市,11211400,,,
"2017",汉中市,12866200,,,
"2018",汉中市,14294700,,,
"2019",汉中市,15604500,,,
"2020",汉中市,15930900,,,
"2021",汉中市,17702100,,,
"2022",汉中市,19054500,,,
"2012",榆林市,26019300,,,
"2013",榆林市,27463100,,,
"2014",榆林市,29174200,,,
"2015",榆林市,24612000,,,
"2016",榆林市,27252400,,,
"2017",榆林市,32849500,,,
"2018",榆林市,38182800,,,
"2019",榆林市,41491200,,,
"2020",榆林市,41439300,,,
"2021",榆林市,56212500,,,
"2022",榆林市,65436500,,,
"2012",安康市,4836100,,,
"2013",安康市,6030400,,,
"2014",安康市,6801400,,,
"2015",安康市,7440400,,,
"2016",安康市,8250700,,,
"2017",安康市,9488800,,,
"2018",安康市,10651600,,,
"2019",安康市,11820600,,,
"2020",安康市,10907700,,,
"2021",安康市,12149200,,,
"2022",安康市,12020300,,,
"2012",商洛市,3872100,,,
"2013",商洛市,4684800,,,
"2014",商洛市,5259000,,,
"2015",商洛市,5610000,,,
"2016",商洛市,6210700,,,
"2017",商洛市,6775300,,,
"2018",商洛市,7753300,,,
"2019",商洛市,8320100,,,
"2020",商洛市,7412900,,,
"2021",商洛市,8500100,,,
"2022",商洛市,7953400,,,
"2012",兰州市,16131600,,,
"2013",兰州市,18102400,,,
"2014",兰州市,19777700,,,
"2015",兰州市,21022500,,,
"2016",兰州市,22074200,,,
"2017",兰州市,24450800,,,
"2018",兰州市,26601900,,,
"2019",兰州市,28525100,,,
"2020",兰州市,28775300,,,
"2021",兰州市,32272800,,,
"2022",兰州市,33262100,,,
"2012",嘉峪关市,2691459.6,,,
"2013",嘉峪关市,2262175,,,
"2014",嘉峪关市,2306881,,,
"2015",嘉峪关市,1900442,,,
"2016",嘉峪关市,1534088,,,
"2017",嘉峪关市,2098721.47,,,
"2018",嘉峪关市,2996199.94,,,
"2019",嘉峪关市,2834099,,,
"2020",嘉峪关市,2816003.35,,,
"2021",嘉峪关市,3265083.41,,,
"2022",嘉峪关市,3625714,,,
"2012",金昌市,2906300,,,
"2013",金昌市,3016600,,,
"2014",金昌市,3029100,,,
"2015",金昌市,2561500,,,
"2016",金昌市,2253700,,,
"2017",金昌市,2482400,,,
"2018",金昌市,3150100,,,
"2019",金昌市,3368400,,,
"2020",金昌市,3570400,,,
"2021",金昌市,4279100,,,
"2022",金昌市,5194100,,,
"2012",白银市,4337651,,,
"2013",白银市,4633061,,,
"2014",白银市,4476423,,,
"2015",白银市,4342749,,,
"2016",白银市,4422085,,,
"2017",白银市,4505206.32,,,
"2018",白银市,5115968.26,,,
"2019",白银市,4863330.86,,,
"2020",白银市,4972653.79,,,
"2021",白银市,5710219.82,,,
"2022",白银市,6355318.55,,,
"2012",天水市,3869500,,,
"2013",天水市,4259800,,,
"2014",天水市,4617400,,,
"2015",天水市,4699200,,,
"2016",天水市,5167100,,,
"2017",天水市,5398000,,,
"2018",天水市,5725500,,,
"2019",天水市,6326700,,,
"2020",天水市,6643100,,,
"2021",天水市,7487700,,,
"2022",天水市,8138800,,,
"2012",武威市,2971700,,,
"2013",武威市,3295700,,,
"2014",武威市,3570500,,,
"2015",武威市,3664000,,,
"2016",武威市,4233500,,,
"2017",武威市,4199400,,,
"2018",武威市,4582800,,,
"2019",武威市,4966900,,,
"2020",武威市,5408900,,,
"2021",武威市,6100200,,,
"2022",武威市,6705400,,,
"2012",张掖市,2495300,,,
"2013",张掖市,2983200,,,
"2014",张掖市,3125400,,,
"2015",张掖市,3254000,,,
"2016",张掖市,3499900,,,
"2017",张掖市,3596000,,,
"2018",张掖市,4024600,,,
"2019",张掖市,4469700,,,
"2020",张掖市,4656000,,,
"2021",张掖市,5259400,,,
"2022",张掖市,5815100,,,
"2012",平凉市,3245085.8,,,
"2013",平凉市,3410775,,,
"2014",平凉市,3505533,,,
"2015",平凉市,3476994,,,
"2016",平凉市,3672959.68,,,
"2017",平凉市,3546555.88,,,
"2018",平凉市,3951652.11,,,
"2019",平凉市,4565803.05,,,
"2020",平凉市,4761604.22,,,
"2021",平凉市,5539694.87,,,
"2022",平凉市,6415771,,,
"2012",酒泉市,5736605,,,
"2013",酒泉市,6419382,,,
"2014",酒泉市,6105496,,,
"2015",酒泉市,5447962,,,
"2016",酒泉市,5779341,,,
"2017",酒泉市,5517725.06,,,
"2018",酒泉市,5968871,,,
"2019",酒泉市,6182169,,,
"2020",酒泉市,6904000,,,
"2021",酒泉市,8052000,,,
"2022",酒泉市,8778000,,,
"2012",庆阳市,5052700,,,
"2013",庆阳市,5834000,,,
"2014",庆阳市,6448800,,,
"2015",庆阳市,5814000,,,
"2016",庆阳市,5650900,,,
"2017",庆阳市,5836500,,,
"2018",庆阳市,7014100,,,
"2019",庆阳市,7748100,,,
"2020",庆阳市,7724100,,,
"2021",庆阳市,9223500,,,
"2022",庆阳市,10686600,,,
"2012",定西市,2169800,,,
"2013",定西市,2384600,,,
"2014",定西市,2646700,,,
"2015",定西市,2939800,,,
"2016",定西市,3230200,,,
"2017",定西市,3521000,,,
"2018",定西市,3841700,,,
"2019",定西市,4145900,,,
"2020",定西市,4401000,,,
"2021",定西市,5000100,,,
"2022",定西市,5537800,,,
"2012",陇南市,2259756,,,
"2013",陇南市,2495048,,,
"2014",陇南市,2894472,,,
"2015",陇南市,3151353,,,
"2016",陇南市,3398884,,,
"2017",陇南市,3427168,,,
"2018",陇南市,3792272.87,,,
"2019",陇南市,4450866,,,
"2020",陇南市,4692000,,,
"2021",陇南市,5211000,,,
"2022",陇南市,5856000,,,
"2012",西宁市,6271100,,,
"2013",西宁市,7287300,,,
"2014",西宁市,8063000,,,
"2015",西宁市,8885000,,,
"2016",西宁市,10150100,,,
"2017",西宁市,11430500,,,
"2018",西宁市,12608600,,,
"2019",西宁市,13278200,,,
"2020",西宁市,13729800,,,
"2021",西宁市,15487900,,,
"2022",西宁市,16443500,,,
"2012",海东市,2741300,,,
"2013",海东市,3370200,,,
"2014",海东市,3656900,,,
"2015",海东市,3844000,,,
"2016",海东市,4228000,,,
"2017",海东市,4360400,,,
"2018",海东市,4514600,,,
"2019",海东市,4877300,,,
"2020",海东市,5146000,,,
"2021",海东市,5547100,,,
"2022",海东市,5627900,,,
"2012",海南藏族自治州,1043500,,,
"2013",海南藏族自治州,1155600,,,
"2014",海南藏族自治州,1181800,,,
"2015",海南藏族自治州,1240800,,,
"2016",海南藏族自治州,1526800,,,
"2017",海南藏族自治州,1458200,,,
"2018",海南藏族自治州,1581700,,,
"2019",海南藏族自治州,1746600,,,
"2020",海南藏族自治州,1815600,,,
"2021",海南藏族自治州,1936100,,,
"2022",海南藏族自治州,2002700,,,
"2012",银川市,10637200,,,
"2013",银川市,11773000,,,
"2014",银川市,12637000,,,
"2015",银川市,13175500,,,
"2016",银川市,14112100,,,
"2017",银川市,16193200,,,
"2018",银川市,17772200,,,
"2019",银川市,18967900,,,
"2020",银川市,20561500,,,
"2021",银川市,24616000,,,
"2022",银川市,27739300,,,
"2012",石嘴山市,3342209,,,
"2013",石嘴山市,3449652,,,
"2014",石嘴山市,3572724,,,
"2015",石嘴山市,3698972,,,
"2016",石嘴山市,3916008,,,
"2017",石嘴山市,4470531,,,
"2018",石嘴山市,4801783.2,,,
"2019",石嘴山市,5113403,,,
"2020",石嘴山市,4988600,,,
"2021",石嘴山市,5215400,,,
"2022",石嘴山市,5596700,,,
"2012",吴忠市,3119700,,,
"2013",吴忠市,3329300,,,
"2014",吴忠市,3532200,,,
"2015",吴忠市,3732400,,,
"2016",吴忠市,4125200,,,
"2017",吴忠市,4827000,,,
"2018",吴忠市,5403300,,,
"2019",吴忠市,5801800,,,
"2020",吴忠市,6421700,,,
"2021",吴忠市,7758700,,,
"2022",吴忠市,8670300,,,
"2012",固原市,1584500,,,
"2013",固原市,1845843.4,,,
"2014",固原市,2010290.02,,,
"2015",固原市,2173180.88,,,
"2016",固原市,2398058.32,,,
"2017",固原市,2700952,,,
"2018",固原市,3031944,,,
"2019",固原市,3226589,,,
"2020",固原市,3524627,,,
"2021",固原市,3751255,,,
"2022",固原市,4096800,,,
"2012",中卫市,2567300,,,
"2013",中卫市,2843400,,,
"2014",中卫市,2948900,,,
"2015",中卫市,3040100,,,
"2016",中卫市,3271200,,,
"2017",中卫市,3808800,,,
"2018",中卫市,4088000,,,
"2019",中卫市,4358700,,,
"2020",中卫市,4628600,,,
"2021",中卫市,5078400,,,
"2022",中卫市,5483000,,,
"2012",乌鲁木齐市,18954200,,,
"2013",乌鲁木齐市,20584700,,,
"2014",乌鲁木齐市,22646800,,,
"2015",乌鲁木齐市,23873100,,,
"2016",乌鲁木齐市,24589800,,,
"2017",乌鲁木齐市,27306500,,,
"2018",乌鲁木齐市,30997700,,,
"2019",乌鲁木齐市,34132600,,,
"2020",乌鲁木齐市,34524000,,,
"2021",乌鲁木齐市,38526900,,,
"2022",乌鲁木齐市,40825900,,,
"2012",克拉玛依市,8107054,,,
"2013",克拉玛依市,8531091.5,,,
"2014",克拉玛依市,8476725,,,
"2015",克拉玛依市,6294299,,,
"2016",克拉玛依市,6209989,,,
"2017",克拉玛依市,7445034,,,
"2018",克拉玛依市,8981420,,,
"2019",克拉玛依市,9729252,,,
"2020",克拉玛依市,8868972,,,
"2021",克拉玛依市,10721288,,,
"2022",克拉玛依市,11881000,,,
"2012",吐鲁番市,2433906.98,,,
"2013",吐鲁番市,2608927,,,
"2014",吐鲁番市,2600194,,,
"2015",吐鲁番市,2085846,,,
"2016",吐鲁番市,2215653,,,
"2017",吐鲁番市,2671548,,,
"2018",吐鲁番市,3105938,,,
"2019",吐鲁番市,3844809,,,
"2020",吐鲁番市,3734134,,,
"2021",吐鲁番市,4333468,,,
"2022",吐鲁番市,5265600,,,
"2012",哈密市,2682518,,,
"2013",哈密市,3339310,,,
"2014",哈密市,4021829,,,
"2015",哈密市,4235687,,,
"2016",哈密市,4036811,,,
"2017",哈密市,4800119,,,
"2018",哈密市,5366085,,,
"2019",哈密市,6048153,,,
"2020",哈密市,6245700,,,
"2021",哈密市,7637700,,,
"2022",哈密市,9016200,,,
